Timestamp,fav_alcohol,parties_per_month,smoke,weed,introvert_extrovert,love_first_sight,learning_style,left_right_brained,personality_type,social_media,num_insta_followers,streaming_platforms,expected_marriage_age,expected_starting_salary,fav_sport,minutes_ex_per_week,sleep_hours_per_day,how_happy,farthest_distance_travelled,fav_number,fav_letter,internet_hours_per_day,only_child,birthdate_odd_even,birth_month,fav_season,living_location_on_campus,major,num_majors_minors,high_school_GPA,NU_GPA,age,height,height_father,height_mother,school_year,procrastinator,num_clubs,student_athlete,AP_stats,used_python_before,dominant_hand,childhood_in_US,gender,region_of_residence,political_affliation,cant_change_math_ability,can_change_math_ability,math_is_genetic,much_effort_is_lack_of_talent
2022/09/19 4:45:46 pm GMT-5,I don't drink,3,No,Occasionally,Introvert,0,Reading/Writing (learn best through words often note-taking or reading),"Left-brained (logic, science, critical thinking, numbers)",Unknown,Instagram;Twitter;Snapchat;TikTok,700,Netflix;Amazon Prime,26,65000,Basketball,250,7,Pretty happy,,11,H,3,0,Even,September,Fall,North campus,Social Sciences / Education;Math / Statistics / Computer Science,2,3.9,3.6,18,69,63,63,Sophomore,1,3,0,1,1,Right,1,Male,Southeast,Democrat,0,1,0,0
2022/09/19 5:21:39 pm GMT-5,Hard liquor/Mixed drink,2,No,No,Introvert,0,Kinesthetic (learn best through figuring out hands-on problems),"Left-brained (logic, science, critical thinking, numbers)",ISTJ,Instagram;Twitter,630,Netflix,28,40000,Tennis,60,7,Don't know,10500,8,H,5,1,Even,January,Fall,Neither,Physical Sciences / Natural Sciences / Engineering;Math / Statistics / Computer Science,2,,3.966,21,60,65,60,Senior,0,1,0,0,0,Right,1,Female,Northeast,Democrat,0,0,0,0
2022/09/19 5:40:32 pm GMT-5,I don't drink,0,No,No,Introvert,0,Kinesthetic (learn best through figuring out hands-on problems),"Left-brained (logic, science, critical thinking, numbers)",ISFP,Facebook;Instagram;Snapchat,740,Disney+,26,50000,Basketball,420,7,Pretty happy,6526,22,A,4,0,Even,September,Fall,North campus,Physical Sciences / Natural Sciences / Engineering;Math / Statistics / Computer Science,2,3.97,3.64,20,72,67,70,Junior,1,3,0,0,1,Right,1,Male,Midwest,Republican,0,1,0,0
2022/09/19 6:25:47 pm GMT-5,Wine,1,No,No,Introvert,0,Visual (learn best through images or graphic organizers),"Left-brained (logic, science, critical thinking, numbers)",INTJ,Instagram,600,Netflix;Amazon Prime;HBO Max,30,50000,soccer,420,7,Don't know,9589,7,A,5,0,Odd,August,Summer,Neither,Physical Sciences / Natural Sciences / Engineering,2,4,3.1,22,69,67,62,Senior,0,1,0,0,1,Right,0,Male,International,No affiliation,0,1,0,0
2022/09/19 6:25:48 pm GMT-5,Hard liquor/Mixed drink,2,No,No,Introvert,0,Reading/Writing (learn best through words often note-taking or reading),"Left-brained (logic, science, critical thinking, numbers)",Unknown,Facebook;Instagram;Twitter;Snapchat;TikTok,1000,Netflix;Hulu;Amazon Prime;HBO Max;Disney+,27,80000,tennis,150,7,Pretty happy,7400,6,A,6,1,Odd,May,Summer,Neither,Social Sciences / Education,2,4,3.5,21,62,70,62,Senior,1,1,0,0,1,Right,0,Female,International,Republican,0,1,1,0
2022/09/19 6:31:20 pm GMT-5,Beer,3,No,No,Introvert,1,Kinesthetic (learn best through figuring out hands-on problems),"Left-brained (logic, science, critical thinking, numbers)",ESTJ,Facebook;Instagram;Twitter;Snapchat,300,Netflix;Hulu;Amazon Prime;HBO Max;Disney+,30,110000,Basketball,350,8,Very happy,6100,20,J,3,0,Even,August,Summer,Neither,Social Sciences / Education;Math / Statistics / Computer Science,2,3.96,3.89,21,65,68,60,Senior,0,0,0,1,0,Right,1,Male,Midwest,Democrat,0,1,0,0
2022/09/19 6:32:22 pm GMT-5,Beer,5,No,No,Introvert,0,Visual (learn best through images or graphic organizers),"Left-brained (logic, science, critical thinking, numbers)",INFJ,Instagram;Twitter;Snapchat,300,"Netflix;Hulu;Amazon Prime;HBO Max;Disney+;Peacock, Paramount+",28,100000,football,180,6,Pretty happy,4725,64,B,2,0,Odd,September,Fall,Neither,Math / Statistics / Computer Science,2,4,3.97,22,69,67,66,Senior,1,3,0,1,1,Left,1,Male,Midwest,Democrat,0,1,0,0
2022/09/19 6:36:15 pm GMT-5,I don't drink,5,No,No,Introvert,0,Reading/Writing (learn best through words often note-taking or reading),"Left-brained (logic, science, critical thinking, numbers)",ESFJ,Instagram,1000,Netflix;Hulu;Amazon Prime;HBO Max;Disney+,25,200000,tennis,14,6,Pretty happy,3000,7,N,15,0,Odd,October,Winter,Neither,Math / Statistics / Computer Science,2,3.5,3.77,19,72,68,64,Junior,1,1,0,1,0,Right,1,Male,Midwest,No affiliation,0,1,0,1
2022/09/19 8:09:52 pm GMT-5,I don't drink,0,No,No,Extrovert,1,Reading/Writing (learn best through words often note-taking or reading),"Left-brained (logic, science, critical thinking, numbers)",ENFJ,Instagram,400,Amazon Prime,26,60000,soccer,60,8,Very happy,6585,42,z,5,1,Even,June,Summer,South campus,Social Sciences / Education;Math / Statistics / Computer Science,4,4,4,19,67,72,66,Sophomore,0,2,0,1,1,Right,0,Female,International,No affiliation,1,0,1,0
2022/09/19 8:45:13 pm GMT-5,Beer,6,No,No,Extrovert,1,Reading/Writing (learn best through words often note-taking or reading),"Right-brained (creative, art, imaginative, intuitive)",ENFJ,Instagram;Twitter;Snapchat;TikTok,1000,Netflix;HBO Max,28,60000,basketball,,7,Very happy,6243,19,M,2,0,Odd,May,Summer,North campus,Humanities / Communications;Social Sciences / Education,3,4,3.9,19,,,,Sophomore,0,3,0,0,0,Right,1,Male,West,No affiliation,0,1,0,0
2022/09/19 9:08:05 pm GMT-5,Hard liquor/Mixed drink,1,No,No,Introvert,0,Auditory (learn best through listening/speaking),"Left-brained (logic, science, critical thinking, numbers)",ENFJ,Facebook;Instagram;Snapchat,700,Netflix;Hulu;Amazon Prime;HBO Max;Disney+,35,50000,figure skating,180,6,Not too happy,6000,2,s,4,0,Odd,August,Fall,South campus,Math / Statistics / Computer Science;theater,3,,3.933,20,64,70,64,Sophomore,0,3,0,1,1,Right,1,Female,Northeast,Independent,0,1,0,0
2022/09/19 9:33:20 pm GMT-5,Beer,4,No,Yes,Extrovert,0,Kinesthetic (learn best through figuring out hands-on problems),"Left-brained (logic, science, critical thinking, numbers)",ENTJ,Snapchat,1000,Netflix;Hulu;Amazon Prime;HBO Max;Disney+,29,50000,Ultimate Frisbee,300,8,Pretty happy,4281,2,B,6,0,Even,October,Fall,Neither,Humanities / Communications;Math / Statistics / Computer Science,3,3.7,3.7,19,74,79,66,Junior,1,2,0,0,1,Right,1,Male,Northeast,Democrat,0,1,0,0
2022/09/19 10:44:50 pm GMT-5,I don't drink,0,No,No,Introvert,0,Visual (learn best through images or graphic organizers),"Right-brained (creative, art, imaginative, intuitive)",ISFP,Facebook;Instagram;Snapchat,250,Netflix,27,70000,volleyball,,6,Pretty happy,7740,5,A,6,0,Odd,August,Fall,South campus,Math / Statistics / Computer Science,3,4,3.7,21,62,67,65,Junior,1,3,0,0,1,Right,1,Female,Northeast,Democrat,1,0,0,1
2022/09/19 11:28:08 pm GMT-5,Hard liquor/Mixed drink,25,No,No,Extrovert,0,Visual (learn best through images or graphic organizers),"Right-brained (creative, art, imaginative, intuitive)",ENFP,Facebook;Instagram;Snapchat;TikTok,1330,Netflix;Amazon Prime;HBO Max,27,125000,Golf,180,7,Very happy,9748,27,A,5,0,Even,October,Fall,South campus,Social Sciences / Education,2,4.3,3.6,19,66,70,65,Junior,1,4,0,1,1,Left,1,Female,Southwest,Democrat,0,1,0,0
2022/09/19 11:49:51 pm GMT-5,Beer,60,Yes,Yes,Extrovert,1,Visual (learn best through images or graphic organizers),"Right-brained (creative, art, imaginative, intuitive)",ENTP,Facebook;Instagram;Twitter,1300,Netflix,30,50000,windsurfing,7,7,Very happy,6093,7,l,12,0,Even,July,Spring,Neither,Physical Sciences / Natural Sciences / Engineering,3,4,3.8,21,68,72,70,Senior,0,3,0,0,1,Right,0,Female,International,No affiliation,0,1,0,0
2022/09/20 12:59:47 am GMT-5,Wine,10,No,Yes,Extrovert,1,Kinesthetic (learn best through figuring out hands-on problems),"Left-brained (logic, science, critical thinking, numbers)",ESTJ,Instagram;Snapchat;TikTok,1200,Netflix;Hulu;Amazon Prime;HBO Max;Disney+,24,95000,Swimming,180,7,Pretty happy,4700,11,J,8,1,Even,February,Fall,North campus,Math / Statistics / Computer Science,2,4.6,3.25,19,73,69,65,Sophomore,1,1,0,1,0,Left,1,Male,Midwest,Republican,1,1,0,0
2022/09/20 2:38:23 am GMT-5,I don't drink,0,No,No,Extrovert,1,Kinesthetic (learn best through figuring out hands-on problems),"Right-brained (creative, art, imaginative, intuitive)",ENFJ,Facebook;Instagram;Snapchat,755,Netflix,25,80000,Soccer,300,6,Pretty happy,8,3,M,7,0,Even,February,Summer,Neither,Physical Sciences / Natural Sciences / Engineering,2,3.93,3.285,21,73,68,68,Senior,1,2,0,1,1,Right,1,Male,Midwest,Independent,1,1,0,0
2022/09/20 6:32:57 am GMT-5,Hard liquor/Mixed drink,2,Occasionally,No,Introvert,0,Visual (learn best through images or graphic organizers),"Left-brained (logic, science, critical thinking, numbers)",ENTJ,Facebook;Instagram;Twitter;Snapchat;TikTok,780,Netflix;Amazon Prime;HBO Max,29,99000,Basketball,70,7,Pretty happy,7953,20,R,6,0,Even,October,Summer,South campus,Math / Statistics / Computer Science,2,3.7,3.7,20,72.83,70,64.96,Junior,0,2,0,1,1,Right,1,Male,International,No affiliation,1,0,0,0
2022/09/20 9:52:40 am GMT-5,Hard liquor/Mixed drink,8,No,Yes,Extrovert,0,Auditory (learn best through listening/speaking),"Right-brained (creative, art, imaginative, intuitive)",ESFP,Instagram;Snapchat;TikTok,2100,Netflix;Hulu;Amazon Prime;HBO Max,27,70000,Basketball,40,6,Very happy,,8,G,4,0,Even,April,Spring,Neither,Humanities / Communications,2,,3.5,20,65,70,63,Junior,1,1,0,0,1,Right,1,Female,Northeast,Democrat,0,1,0,0
2022/09/20 9:56:27 am GMT-5,Hard liquor/Mixed drink,2,No,No,Introvert,0,Kinesthetic (learn best through figuring out hands-on problems),"Left-brained (logic, science, critical thinking, numbers)",INTP,Facebook;Instagram;Snapchat,2000,Netflix,33,90000,Volleyball,300,5,Don't know,8740,6,S,7,0,Even,June,Summer,South campus,Social Sciences / Education;Math / Statistics / Computer Science,2,4,3.72,19,,,,Sophomore,1,3,0,1,1,Right,0,Male,International,No affiliation,0,1,0,0
2022/09/20 10:29:16 am GMT-5,Beer,10,No,Yes,Introvert,1,Visual (learn best through images or graphic organizers),"Right-brained (creative, art, imaginative, intuitive)",INFJ,Twitter;TikTok,450,Netflix;Hulu;Amazon Prime;HBO Max;Disney+,30,50000,Basketball,60,7,Pretty happy,9500,23,M,6,0,Odd,February,Fall,Neither,Social Sciences / Education,2,3.93,3.65,21,66,75,60,Senior,1,2,0,1,1,Left,1,Other,Northeast,Independent,1,0,0,0
2022/09/20 10:39:01 am GMT-5,Hard liquor/Mixed drink,15,No,Yes,Introvert,0,Reading/Writing (learn best through words often note-taking or reading),"Right-brained (creative, art, imaginative, intuitive)",ENFP,Instagram;Twitter;Snapchat,1200,Netflix;Hulu;Amazon Prime;HBO Max,30,,Tennis,180,8,Pretty happy,8000,8,B,4,0,Even,October,Fall,North campus,Math / Statistics / Computer Science,2,,3.877,19,65,68,62,Sophomore,0,1,0,0,1,Left,1,Female,Midwest,Democrat,0,0,1,1
2022/09/20 11:05:52 am GMT-5,I don't drink,1,No,No,Extrovert,0,Reading/Writing (learn best through words often note-taking or reading),"Left-brained (logic, science, critical thinking, numbers)",ENFJ,Instagram;Snapchat,1200,Netflix;Disney+,25,75000,Volleyball,225,6,Very happy,4407.7,25,S,4,0,Odd,November,Summer,South campus,Humanities / Communications;Social Sciences / Education,3,4,3.663,19,66,67,62,Sophomore,1,5,0,1,1,Right,1,Female,Midwest,Democrat,0,1,0,0
2022/09/20 11:37:14 am GMT-5,Beer,0,No,No,Extrovert,0,Visual (learn best through images or graphic organizers),"Left-brained (logic, science, critical thinking, numbers)",ISFJ,Instagram,800,Amazon Prime;Disney+,26,36000,Badminton,90,8,Pretty happy,11000,7,k,6,0,Even,August,Summer,Neither,Social Sciences / Education;Math / Statistics / Computer Science,3,4.16,3.72,20,63,67,63,Sophomore,0,3,0,1,0,Right,0,Female,International,No affiliation,1,0,1,0
2022/09/20 11:55:40 am GMT-5,I don't drink,0,No,No,Introvert,0,Visual (learn best through images or graphic organizers),"Left-brained (logic, science, critical thinking, numbers)",ISTJ,Facebook;Instagram,500,Netflix;Amazon Prime,30,45000,Taekwondo ,300,8,Pretty happy,6000,4,P,2,0,Odd,April,Spring,North campus,Physical Sciences / Natural Sciences / Engineering,3,4,3.96,20,78,83,80,Junior,0,7,0,1,1,Right,1,Female,West,Democrat,0,1,0,0
2022/09/20 12:09:55 pm GMT-5,Wine,2,No,No,Introvert,0,Kinesthetic (learn best through figuring out hands-on problems),"Right-brained (creative, art, imaginative, intuitive)",INFJ,Instagram;Snapchat;TikTok,2000,Netflix;Amazon Prime;HBO Max;Disney+,32,60000,Pickleball,,7,Don't know,8864,9,t,5,0,Even,September,Spring,South campus,Engineering,2,4.2,3.9,19,68,69,65,Sophomore,1,3,0,1,0,Right,1,Female,Southwest,No affiliation,0,1,0,0
2022/09/20 12:19:51 pm GMT-5,Hard liquor/Mixed drink,4,No,No,Introvert,0,Reading/Writing (learn best through words often note-taking or reading),"Right-brained (creative, art, imaginative, intuitive)",ENFJ,Facebook;Instagram;Snapchat,1500,Netflix;Hulu;Amazon Prime;HBO Max;Disney+,26,55000,Dance!,240,7,Pretty happy,3663,4,o,4,0,Even,October,Fall,North campus,Humanities / Communications;Physical Sciences / Natural Sciences / Engineering,3,,4.83,21,64,70,67,Senior,0,3,0,0,1,Left,1,Female,West,Democrat,0,1,0,0
2022/09/20 12:34:41 pm GMT-5,Hard liquor/Mixed drink,3,No,Yes,Extrovert,0,Visual (learn best through images or graphic organizers),"Left-brained (logic, science, critical thinking, numbers)",ESFJ,Facebook;Instagram;Twitter;Snapchat,1600,Netflix;Hulu;Amazon Prime;HBO Max,30,90000,Basketball,200,7,Pretty happy,6887,26,A,5,0,Even,June,Fall,Neither,Math / Statistics / Computer Science,2,4,3.82,20,62,63,63,Junior,0,3,0,0,1,Right,1,Female,West,Democrat,0,1,0,0
2022/09/20 1:28:10 pm GMT-5,Hard liquor/Mixed drink,1,Occasionally,Yes,Extrovert,0,Kinesthetic (learn best through figuring out hands-on problems),"Left-brained (logic, science, critical thinking, numbers)",ENFJ,Instagram;Snapchat;TikTok,900,Netflix;Hulu;Amazon Prime;HBO Max,30,90000,judo,60,7,Pretty happy,3461,3,B,2,0,Odd,March,Spring,Neither,Physical Sciences / Natural Sciences / Engineering;Math / Statistics / Computer Science,2,,3.62,20,65,69,67,Junior,1,3,0,0,1,Right,0,Female,International,Democrat,0,1,0,0
2022/09/20 1:40:03 pm GMT-5,I don't drink,0,No,No,Introvert,0,Reading/Writing (learn best through words often note-taking or reading),"Left-brained (logic, science, critical thinking, numbers)",ISTJ,Instagram;Twitter,500,"ESPN+, Peacock, Paramount+",,40000,Soccer,200,8,Very happy,4600,44,J,12,1,Even,August,Fall,South campus,Humanities / Communications;Math / Statistics / Computer Science,3,5.91,3.82,19,70,74,66,Sophomore,0,1,0,0,1,Right,1,Male,Southeast,Republican,0,1,0,1
2022/09/20 1:44:50 pm GMT-5,Beer,3,No,No,Introvert,1,Reading/Writing (learn best through words often note-taking or reading),"Left-brained (logic, science, critical thinking, numbers)",ENTP,Instagram;Snapchat,1600,Netflix,25,100000,Volleyball ,360,7,Pretty happy,6300,7,O,4,0,Odd,July,Summer,Neither,Math / Statistics / Computer Science,2,4.71,3.86,20,76,74,62,Junior,1,4,0,0,1,Right,1,Male,West,Independent,0,1,0,0
2022/09/20 1:45:52 pm GMT-5,Beer,7,Occasionally,No,Extrovert,0,Visual (learn best through images or graphic organizers),"Left-brained (logic, science, critical thinking, numbers)",ENTJ,Instagram;Snapchat;TikTok,,Netflix;Hulu;Amazon Prime;Disney+,27,110000,Badminton,3,8,Pretty happy,5811,5,m,75,1,Odd,July,Summer,South campus,Social Sciences / Education;Math / Statistics / Computer Science,3,,3.4,20,64,74,61,Sophomore,1,4,0,0,0,Right,0,Female,International,Democrat,0,1,0,0
2022/09/20 1:50:28 pm GMT-5,I don't drink,0,No,No,Introvert,0,Reading/Writing (learn best through words often note-taking or reading),"Left-brained (logic, science, critical thinking, numbers)",INFJ,Instagram,128,None,27,100000,Figure Skating,200,7,Pretty happy,7156,313,H,2,0,Odd,April,Spring,Neither,Humanities / Communications;Social Sciences / Education;Physical Sciences / Natural Sciences / Engineering,2,,4,26,64,69,64,Other,0,1,0,0,1,Right,1,Female,Midwest,No affiliation,0,1,0,0
2022/09/20 2:04:17 pm GMT-5,Wine,10,No,Yes,Extrovert,0,Reading/Writing (learn best through words often note-taking or reading),"Left-brained (logic, science, critical thinking, numbers)",INFP,Instagram;Snapchat;TikTok,1600,Netflix;Hulu;Amazon Prime;HBO Max;Disney+,25,100000,Basketball,300,8,Pretty happy,7600,10,Z,9,0,Even,December,Summer,Neither,Math / Statistics / Computer Science,2,3.6,3.8,20,60,58,54,Junior,1,2,0,0,1,Right,1,Male,Northeast,Democrat,1,0,1,0
2022/09/20 2:12:16 pm GMT-5,Beer,1,No,No,Introvert,1,Visual (learn best through images or graphic organizers),"Left-brained (logic, science, critical thinking, numbers)",INTP,Instagram,500,Netflix;Amazon Prime;Disney+,27,90000,Basketball,90,8,Pretty happy,7052,23,A,4,1,Odd,March,Winter,South campus,Social Sciences / Education;Math / Statistics / Computer Science,3,,3.99,21,72,71,,Senior,1,2,0,1,1,Right,0,Male,International,No affiliation,0,1,0,1
2022/09/20 2:12:54 pm GMT-5,Beer,3,No,No,Extrovert,0,Kinesthetic (learn best through figuring out hands-on problems),"Left-brained (logic, science, critical thinking, numbers)",ESFJ,Instagram;TikTok,1794,Netflix;Hulu;Amazon Prime;HBO Max;Disney+,27,100000,Volleyball ,60,8,Very happy,9359,16,K,3,0,Even,March,Spring,South campus,Math / Statistics / Computer Science,1,3.98,3.97,19,66,71,62,Sophomore,0,3,0,1,1,Right,1,Female,Midwest,Democrat,0,1,1,0
2022/09/20 2:35:59 pm GMT-5,I don't drink,0,No,No,Extrovert,0,Kinesthetic (learn best through figuring out hands-on problems),"Left-brained (logic, science, critical thinking, numbers)",ESFJ,Instagram,600,Youtube,32,65000,Swimming,180,8,Pretty happy,7384,16,S,3,1,Odd,December,Summer,Neither,Physical Sciences / Natural Sciences / Engineering;Math / Statistics / Computer Science,3,4,3.98,20,65,68.9,60.2,Junior,0,2,0,1,0,Right,0,Female,International,No affiliation,1,0,0,0
2022/09/20 2:41:30 pm GMT-5,Beer,3,No,No,Introvert,0,Kinesthetic (learn best through figuring out hands-on problems),"Left-brained (logic, science, critical thinking, numbers)",ISFJ,Instagram,850,Netflix;Amazon Prime;HBO Max,26,85000,Baseball,120,8,Pretty happy,1300,10,C,8,0,Even,December,Summer,South campus,Physical Sciences / Natural Sciences / Engineering,2,4.65,3.7,20,74,71,64,Junior,0,3,0,0,1,Left,1,Male,Midwest,Independent,1,0,0,0
2022/09/20 3:59:39 pm GMT-5,Beer,1,No,No,Extrovert,1,Visual (learn best through images or graphic organizers),"Left-brained (logic, science, critical thinking, numbers)",ENFP,Instagram,1200,Amazon Prime,25,10000,Sleep,10,8,Pretty happy,8000,6,Y,4,1,Odd,August,Fall,Neither,Social Sciences / Education;Math / Statistics / Computer Science,2,4.3,3.9,21,62,65,66,Junior,1,2,0,0,1,Right,0,Female,West,No affiliation,1,0,1,1
2022/09/20 4:00:22 pm GMT-5,I don't drink,0,No,No,Introvert,0,Auditory (learn best through listening/speaking),"Right-brained (creative, art, imaginative, intuitive)",INFJ,none,100,Hulu,,90000,none,0,3,Don't know,6182,,none,5,0,Even,February,Spring,Neither,Social Sciences / Education;Math / Statistics / Computer Science,2,4.6,3.4,19,66,68,65,Sophomore,1,3,0,0,0,Right,1,Female,International,No affiliation,1,1,0,1
2022/09/20 4:10:48 pm GMT-5,Beer,1,No,Occasionally,Introvert,1,Visual (learn best through images or graphic organizers),"Left-brained (logic, science, critical thinking, numbers)",INFJ,Instagram;Snapchat;YouTuba,400,Netflix;Amazon Prime;Disney+,28,80000,basketball,200,8,Pretty happy,6800,14,Q,3,0,Even,March,Spring,Neither,Social Sciences / Education;Math / Statistics / Computer Science,3,,3.5,21,71,75,64,Junior,1,2,0,0,1,Right,0,Male,International,Independent,0,0,1,0
2022/09/20 4:13:21 pm GMT-5,Hard liquor/Mixed drink,8,Occasionally,Occasionally,Extrovert,0,Visual (learn best through images or graphic organizers),"Left-brained (logic, science, critical thinking, numbers)",ENTP,Instagram;Snapchat,550,Netflix;Amazon Prime,33,80000,basketball,700,8,Pretty happy,6800,13,S,6,0,Even,March,Spring,Neither,Social Sciences / Education;Math / Statistics / Computer Science,3,,3.38,21,77,75,65,Junior,1,3,0,0,1,Both,0,Male,International,No affiliation,0,1,0,1
2022/09/20 4:49:17 pm GMT-5,Beer,4,No,No,Introvert,0,Kinesthetic (learn best through figuring out hands-on problems),"Left-brained (logic, science, critical thinking, numbers)",ENTJ,Facebook;Instagram;Snapchat,1600,Netflix;HBO Max,28,100000,Tennis,300,6,Pretty happy,4660,13,M,3,0,Odd,April,Spring,South campus,Math / Statistics / Computer Science,3,4,3.84,19,67,67,63,Sophomore,1,4,0,1,1,Right,1,Male,Midwest,Independent,0,1,0,0
2022/09/20 4:51:06 pm GMT-5,Beer,4,Occasionally,No,Extrovert,1,Kinesthetic (learn best through figuring out hands-on problems),"Left-brained (logic, science, critical thinking, numbers)",Unknown,Instagram;Twitter;Snapchat;TikTok,2400,Netflix;HBO Max;Disney+,35,100000,Football,300,7,Pretty happy,5561,7,W,6,0,Odd,June,Summer,North campus,Humanities / Communications;Math / Statistics / Computer Science,3,92.1,3.55,21,72,71,69,Junior,1,3,0,0,1,Right,1,Male,Northeast,Democrat,0,1,0,0
2022/09/20 5:04:37 pm GMT-5,I don't drink,0,No,No,Extrovert,0,Kinesthetic (learn best through figuring out hands-on problems),"Right-brained (creative, art, imaginative, intuitive)",ENFJ,I don't play social media,,Netflix;HBO Max,25,120000,Golf,5,8,Very happy,12000,16,A,19,1,Even,May,Fall,Neither,Arts,,,3.96,21,69,71,64,Senior,1,0,0,0,1,Right,0,Male,International,Independent,1,0,1,1
2022/09/20 5:05:02 pm GMT-5,Hard liquor/Mixed drink,0,No,No,Introvert,0,Kinesthetic (learn best through figuring out hands-on problems),"Left-brained (logic, science, critical thinking, numbers)",ISTJ,Instagram,10,Disney+,30,75000,Tennis,60,6,Pretty happy,6585,7,P,8,1,Odd,January,Spring,Neither,Social Sciences / Education;Physical Sciences / Natural Sciences / Engineering,3,3.7,3.6,20,64.2,67.7,63,Junior,1,1,0,1,1,Right,0,Female,International,No affiliation,1,0,0,1
2022/09/20 5:13:10 pm GMT-5,Beer,25,No,No,Extrovert,1,Reading/Writing (learn best through words often note-taking or reading),"Left-brained (logic, science, critical thinking, numbers)",Unknown,Instagram;Twitter,1000,Netflix;Hulu;HBO Max,29,70000,Basketball,420,7,Pretty happy,4284,24,S,3,0,Odd,July,Summer,Neither,Physical Sciences / Natural Sciences / Engineering,2,3.98,3.81,21,76,74,68,Senior,0,3,0,1,1,Left,1,Male,Northeast,Democrat,0,1,0,1
2022/09/20 5:14:37 pm GMT-5,Wine,10,No,No,Introvert,0,Kinesthetic (learn best through figuring out hands-on problems),"Left-brained (logic, science, critical thinking, numbers)",ISFJ,Facebook;Instagram;Snapchat,857,Netflix,30,100000,Baseball,300,7,Pretty happy,6863,7,S,3,0,Odd,June,Spring,South campus,Math / Statistics / Computer Science,3,3.98,3.89,22,67,68,60,Junior,1,2,0,1,1,Right,0,Male,Southwest,Independent,0,1,1,0
2022/09/20 5:15:47 pm GMT-5,Hard liquor/Mixed drink,8,No,No,Introvert,0,Reading/Writing (learn best through words often note-taking or reading),"Left-brained (logic, science, critical thinking, numbers)",INFJ,Facebook;Instagram;Twitter;Snapchat,394,Netflix,31,84974,Dance,240,6,Pretty happy,5995,24,R,7,0,Even,April,Winter,Neither,Math / Statistics / Computer Science,3,3.96,3.836,20,63,68,62,Junior,0,2,0,1,1,Right,1,Female,West,Democrat,0,0,1,0
2022/09/20 5:21:53 pm GMT-5,Wine,8,Occasionally,Occasionally,Introvert,1,Kinesthetic (learn best through figuring out hands-on problems),"Left-brained (logic, science, critical thinking, numbers)",INTJ,Instagram;TikTok,1050,Netflix;Hulu;Amazon Prime;HBO Max;Disney+,28,110000,Tennis,200,7,Pretty happy,5200,13,H,300,0,Odd,June,Fall,North campus,Physical Sciences / Natural Sciences / Engineering;Math / Statistics / Computer Science,2,4.55,3.45,21,,,,Junior,1,3,0,0,1,Right,1,Male,Southeast,Democrat,0,1,1,0
2022/09/20 5:31:52 pm GMT-5,Beer,6,No,Occasionally,Introvert,1,Visual (learn best through images or graphic organizers),"Left-brained (logic, science, critical thinking, numbers)",ISTP,Instagram;Snapchat,250,Netflix;Hulu;HBO Max;Disney+,28,80000,american football,180,5,Pretty happy,4000,12,r,7,0,Even,September,Spring,North campus,Physical Sciences / Natural Sciences / Engineering;Math / Statistics / Computer Science,3,4,3.42,20,70,67,64,Junior,1,2,0,1,1,Right,1,Male,Northeast,Independent,1,1,0,1
2022/09/20 5:33:18 pm GMT-5,Beer,8,No,No,Introvert,0,Visual (learn best through images or graphic organizers),"Left-brained (logic, science, critical thinking, numbers)",INTP,Twitter;Snapchat,30,Netflix;Hulu;Amazon Prime;HBO Max;Disney+,30,70000,Football,180,8,Very happy,7819,24,J,6,0,Even,June,Winter,North campus,Physical Sciences / Natural Sciences / Engineering,2,,3.61,20,72,69,64,Junior,0,2,0,0,1,Right,1,Male,Northeast,Democrat,0,1,0,0
2022/09/20 5:33:21 pm GMT-5,I don't drink,0,No,No,Extrovert,1,Reading/Writing (learn best through words often note-taking or reading),"Left-brained (logic, science, critical thinking, numbers)",ESTJ,Instagram,2000,Netflix;Amazon Prime,40,40000,running,120,5,Pretty happy,11000,9,s,2,1,Odd,July,Summer,South campus,Math / Statistics / Computer Science,3,4,4,20,68.89764,68.50394,64.96063,Sophomore,0,3,0,1,1,Right,0,Female,International,No affiliation,0,1,0,0
2022/09/20 5:33:46 pm GMT-5,Hard liquor/Mixed drink,3,No,No,Introvert,1,Kinesthetic (learn best through figuring out hands-on problems),"Right-brained (creative, art, imaginative, intuitive)",INFJ,Instagram;Snapchat,400,Netflix;Hulu;Amazon Prime;HBO Max,30,30000,ultimate frisbee,300,8,Very happy,4100,2,M,4,0,Odd,October,Fall,South campus,Humanities / Communications;Math / Statistics / Computer Science,2,4,,19,66,69,68,Sophomore,0,2,0,0,1,Right,1,Female,Northeast,No affiliation,1,1,0,0
2022/09/20 5:34:11 pm GMT-5,Hard liquor/Mixed drink,3,No,No,Introvert,0,Kinesthetic (learn best through figuring out hands-on problems),"Left-brained (logic, science, critical thinking, numbers)",ESTP,Instagram,300,Netflix;Amazon Prime,28,90000,Football,375,9,Pretty happy,7484,34,A,3,0,Odd,March,Spring,Neither,Biomedical Engineering ,2,4,3.39,20,71,72,65,Junior,1,2,0,1,1,Right,1,Male,Midwest,Democrat,0,1,0,0
